0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
71,783,0,0,0,0,0,0,29.1,1.4,0,0,0
5.5,784,0,0,0,0,0,0,94.6,75.3,55.6,32.7,12.1
0,785,0,0,0,0,0,0,100,83.3,47.6,28.6,8.2
51.6,786,33.6,0,0,0,0,0,14.7,9.4,5.4,2.2,0.6
15,787,0.1,0,0,0,0,0,84.9,58.7,24.6,6.5,0.8
65.9,788,4.4,0,0,0,0,0,29.6,13.4,8.2,6,2.6
75.5,789,0,0,0,0,0,0,24.5,10.3,3.6,0,0
92.1,790,0.3,0,0,0,0,0,7.6,1.5,0,0,0
44.5,791,55.5,21.7,1.9,0,0,0,0,0,0,0,0
34.2,792,26.4,14.2,7.2,0.6,0,0,39.4,20.3,5.5,0.4,0
21.4,793,5.7,0.6,0,0,0,0,72.9,14.5,0,0,0
63.3,794,15.6,2.7,0,0,0,0,21.2,3.1,0,0,0
17.8,795,81.8,44.6,0.3,0,0,0,0.4,0,0,0,0
58.2,796,40.6,5.4,1.1,0,0,0,1.3,0,0,0,0
3.9,797,96.1,64.3,22.9,2,0,0,0,0,0,0,0
52,798,1.3,0.3,0,0,0,0,46.7,13.8,1.5,0,0
88.3,799,7.8,1.5,0.3,0,0,0,3.9,0,0,0,0
8.8,800,0,0,0,0,0,0,91.3,68.5,21.7,5.5,0
0.1,801,0,0,0,0,0,0,100,71.7,21.3,6.1,0
2.6,802,0,0,0,0,0,0,97.5,52.3,25.9,12.9,5.7
0.1,803,0,0,0,0,0,0,99.9,94.9,79.6,60.5,42.1
2,804,0,0,0,0,0,0,98,81.1,59.9,36.6,10.7
32.4,805,3.4,0.2,0,0,0,0,64.2,19.6,9.6,4.5,0.4
61.1,806,24.9,8.5,1.9,0,0,0,14,0,0,0,0
6.4,807,93.6,26.2,0.3,0,0,0,0,0,0,0,0
22.5,808,70.9,41.1,16.5,0,0,0,6.5,2.7,0.8,0,0
0,809,99.9,99.9,97.6,85.3,64.1,0,0,0,0,0,0
47,810,0.2,0,0,0,0,0,52.8,7.5,2.1,0.6,0
59,811,0,0,0,0,0,0,41,15.6,4.9,0.2,0
66.8,812,0,0,0,0,0,0,33.2,15,4.8,0.7,0
17.8,813,0.5,0,0,0,0,0,81.6,30,0.4,0,0
50.8,814,14.1,6.3,2.2,0.6,0,0,35.1,0.3,0,0,0
86.1,815,13.9,7.8,3.1,0.6,0,0,0,0,0,0,0
38.5,816,61.5,0,0,0,0,0,0,0,0,0,0
4.9,817,95.1,71.5,42.2,17,1.3,0,0,0,0,0,0
5.2,818,94.7,76.7,34.8,0.1,0,0,0,0,0,0,0
9.3,819,90.6,66.6,43.3,29.4,16.3,0,0,0,0,0,0
7.3,820,0,0,0,0,0,0,92.8,84.1,74.8,43.3,20.7
0,821,0,0,0,0,0,0,100,100,96.3,83.1,65.2
0,822,0,0,0,0,0,0,100,99.3,65,16.2,0.7
2.5,823,97.5,92.2,61.2,24.4,4.3,0,0,0,0,0,0
0.6,824,99.5,93.9,31,0,0,0,0,0,0,0,0
1,825,99.1,85.4,19.7,0,0,0,0,0,0,0,0
55.2,826,0,0,0,0,0,0,44.9,28.3,6.8,0,0
69.9,827,0,0,0,0,0,0,30.1,4.2,0,0,0
25.7,828,0.4,0,0,0,0,0,74,13.1,0,0,0
2.3,829,97.8,77.5,34.5,4.4,0,0,0,0,0,0,0
3.9,830,96.1,80.1,49.2,21.2,1.7,0,0,0,0,0,0
16.3,831,0,0,0,0,0,0,83.7,53.8,16.9,4.6,0
52,832,0,0,0,0,0,0,48,10.5,3.2,0,0
73.5,833,0,0,0,0,0,0,26.6,8.3,0,0,0
74.6,834,2.7,0,0,0,0,0,22.8,13.7,4.8,0.8,0
38.9,835,56.4,27,0.7,0,0,0,4.8,0.3,0,0,0
92.8,836,7.1,0,0,0,0,0,0.1,0,0,0,0
18.3,837,81.8,29.5,0,0,0,0,0,0,0,0,0
89.9,838,9.8,0,0,0,0,0,0.3,0,0,0,0
57.2,839,42.8,9.4,0.1,0,0,0,0,0,0,0,0
1.4,840,98.5,85.4,37.5,1.4,0,0,0.1,0,0,0,0
50.4,841,49.6,21.8,4.5,0,0,0,0,0,0,0,0
65.2,842,0,0,0,0,0,0,34.8,0.3,0,0,0
0,843,0,0,0,0,0,0,99.9,95.5,50.4,10.2,0
89.2,844,0.1,0,0,0,0,0,10.7,2.4,0,0,0
93,845,2.4,0,0,0,0,0,4.6,0,0,0,0
34.2,846,61.9,10.8,0,0,0,0,4,0.2,0,0,0
0,847,100,99.6,86.8,32.4,1.4,0,0,0,0,0,0
84.4,848,14.8,5.3,0,0,0,0,0.8,0,0,0,0
64.4,849,34.8,1.8,0,0,0,0,0.8,0,0,0,0
73.4,850,6,0,0,0,0,0,20.7,5.5,0.6,0,0
56,851,34.2,0,0,0,0,0,9.8,3.3,1,0.2,0
26.5,852,0.4,0,0,0,0,0,73.1,22.2,7.3,1.7,0.6
62.2,853,1,0,0,0,0,0,36.8,0,0,0,0
0.3,854,0,0,0,0,0,0,99.8,61.5,19.3,0.7,0
86.3,855,0,0,0,0,0,0,13.7,6,0,0,0
47.7,856,0,0,0,0,0,0,52.3,1.3,0,0,0
14.8,857,83.9,23,0.3,0,0,0,1.3,0.2,0,0,0
0.5,858,0,0,0,0,0,0,99.4,68.9,21.4,0,0
90.7,859,0.1,0,0,0,0,0,9.2,0,0,0,0
66.2,860,26.7,10.4,1.1,0,0,0,7.1,2.9,0,0,0
86.2,861,9.8,2.8,0,0,0,0,4,0,0,0,0
44.3,862,10.8,0.4,0,0,0,0,44.9,0.1,0,0,0
56.6,863,28.4,3.8,0,0,0,0,15,4.8,0,0,0
73.7,864,24.4,0.3,0,0,0,0,1.9,0.4,0,0,0
44.1,865,50.5,28.7,9.4,3,0.2,0,5.4,0.2,0,0,0
98.1,866,1.9,0,0,0,0,0,0,0,0,0,0
5.9,867,93.8,55.9,16.4,0.1,0,0,0.3,0,0,0,0
14.7,868,84.6,58.5,3.7,0.4,0,0,0.6,0,0,0,0
21.6,869,0.6,0.1,0,0,0,0,77.8,30,1.2,0,0
52.9,870,46.9,0,0,0,0,0,0.2,0,0,0,0
70.4,871,10.2,0.3,0,0,0,0,19.4,2.3,0,0,0
66.6,872,33.2,3.3,0,0,0,0,0.2,0,0,0,0
60.3,873,8.6,1.1,0,0,0,0,31.1,10.8,0.6,0,0
58.5,874,37.6,16.3,8.1,2.9,0,0,3.9,0.4,0,0,0
39.6,875,57.5,23,0,0,0,0,2.9,0.8,0.2,0,0
12.1,876,0,0,0,0,0,0,87.9,53.6,17.1,4.7,0
99.4,877,0.3,0,0,0,0,0,0.2,0,0,0,0
6.6,878,93.2,71.9,23.2,0,0,0,0.3,0,0,0,0
51.3,879,41.4,0,0,0,0,0,7.3,1.5,0.2,0,0
76.3,880,20.6,0,0,0,0,0,3.1,0,0,0,0
79.3,881,0.4,0,0,0,0,0,20.4,7.3,0,0,0
39.4,882,60.6,3.6,0,0,0,0,0,0,0,0,0
8.5,883,91.4,48.7,17.9,2,0,0,0,0,0,0,0
0,884,100,99.8,69.2,23.1,2.5,0,0,0,0,0,0
85.4,885,10.5,0,0,0,0,0,4.1,0,0,0,0
66.2,886,9.6,3,0,0,0,0,24.2,0,0,0,0
39.3,887,0,0,0,0,0,0,60.7,4.6,0,0,0
46.4,888,0,0,0,0,0,0,53.6,9.4,5.1,2.9,0.8
15.3,889,84.7,1,0,0,0,0,0,0,0,0,0
46.3,890,1.1,0,0,0,0,0,52.6,21.4,0.5,0,0
59.6,891,14.7,7.4,1.9,0,0,0,25.7,9.5,1.6,0,0
13.7,892,85.4,54.9,8,0,0,0,0.9,0,0,0,0
31,893,0.8,0,0,0,0,0,68.2,4.6,0,0,0
76.3,894,3.2,0,0,0,0,0,20.6,6.9,2,0,0
94.9,895,5.1,0.2,0,0,0,0,0,0,0,0,0
41.3,896,0.1,0,0,0,0,0,58.6,37.4,7.4,0,0
13.5,897,0,0,0,0,0,0,86.5,42.4,1.5,0,0
5.5,898,0,0,0,0,0,0,94.6,54.7,25,16,8.6
0.7,899,0,0,0,0,0,0,99.2,97,89.1,72.1,50.3
58,900,42,8,2.1,0,0,0,0,0,0,0,0
2.8,901,97.2,74.1,30,0,0,0,0,0,0,0,0
77.3,902,19.3,3,0,0,0,0,3.4,0,0,0,0
21.1,903,78.9,46.2,16.7,1.7,0,0,0,0,0,0,0
43.8,904,43.1,11.7,0,0,0,0,13.1,4.4,0.4,0,0
14.5,905,0,0,0,0,0,0,85.4,43,13.8,3.1,0.1
10.1,906,89.9,51.1,14.6,0,0,0,0.1,0,0,0,0
0.4,907,99.5,90.7,62.5,30.5,4.7,0,0,0,0,0,0
36.2,908,0,0,0,0,0,0,63.9,26,7.5,1,0
25.2,909,0.6,0.1,0,0,0,0,74.2,41.2,22.8,4.5,0.1
78.4,910,6.4,3,0.8,0,0,0,15.2,0.9,0.1,0,0
18.4,911,0,0,0,0,0,0,81.7,46.9,31.4,11.2,1.6
56,912,0.9,0.2,0,0,0,0,43.1,7.7,0,0,0
90.7,913,9.3,2.4,0.6,0.1,0,0,0,0,0,0,0
97.1,914,2.7,0.3,0,0,0,0,0.2,0,0,0,0
76.5,915,0,0,0,0,0,0,23.6,1,0,0,0
90.1,916,4.1,0,0,0,0,0,5.9,0.6,0,0,0
6.8,917,0,0,0,0,0,0,93.2,41,11.2,0,0
19.9,918,1.2,0.1,0,0,0,0,78.9,32.8,1.1,0,0
44.8,919,4.3,0.1,0,0,0,0,50.8,2.4,0,0,0
21.3,920,78.7,55.6,38,8.6,0.2,0,0,0,0,0,0
72.5,921,27.5,4.6,0,0,0,0,0,0,0,0,0
5.6,922,94.4,47.4,1,0,0,0,0,0,0,0,0
13.4,923,81,40.2,4.6,0,0,0,5.7,2.2,0.6,0.2,0
0,924,99.9,90.1,61.1,34.8,11.5,0,0,0,0,0,0
81.6,925,0,0,0,0,0,0,18.5,1.3,0.1,0,0
7.8,926,0,0,0,0,0,0,92.1,62.2,36.4,14.9,6.6
86.5,927,5.7,0.6,0,0,0,0,7.8,0,0,0,0
6.3,928,0.3,0,0,0,0,0,93.4,46.1,12.3,0.4,0
30.2,929,0.9,0.4,0.1,0,0,0,68.9,30.2,9.3,0.8,0
18.1,930,81.9,55.3,20.5,1.5,0,0,0,0,0,0,0
86.8,931,0,0,0,0,0,0,13.2,0.9,0,0,0
85,932,0.2,0,0,0,0,0,14.8,0,0,0,0
66.9,933,15.4,0,0,0,0,0,17.7,3.2,0,0,0
38.6,934,61.4,1.6,0,0,0,0,0,0,0,0,0
33.3,935,66.7,2.9,0,0,0,0,0,0,0,0,0
91.8,936,0.9,0,0,0,0,0,7.3,0.3,0,0,0
42.1,937,43.9,4.7,0,0,0,0,14.1,2.3,0.3,0,0
49.3,938,0,0,0,0,0,0,50.7,0,0,0,0
67.1,939,27.9,5.9,0,0,0,0,5,0,0,0,0
93.2,940,0,0,0,0,0,0,6.8,0,0,0,0
21.6,941,5,1.5,0.1,0,0,0,73.5,23,6.1,1.8,0.1
82.7,942,11,2.4,0.1,0,0,0,6.3,0,0,0,0
53.9,943,46,22.2,2.3,0.1,0,0,0.1,0,0,0,0
58.7,944,40.5,17.9,3.9,0,0,0,0.8,0,0,0,0
47.3,945,0,0,0,0,0,0,52.6,8.4,0,0,0
11.6,946,0.6,0,0,0,0,0,87.9,39.2,10.6,0,0
100,947,0,0,0,0,0,0,0,0,0,0,0
84.4,948,2.4,0.3,0,0,0,0,13.2,3.1,0,0,0
22.3,949,0.6,0.1,0,0,0,0,77.1,32.7,0,0,0
99.8,950,0.2,0,0,0,0,0,0,0,0,0,0
0.5,951,99.6,68.2,0.6,0,0,0,0,0,0,0,0
89.3,952,10.4,0.6,0,0,0,0,0.2,0,0,0,0
62.2,953,9.9,0,0,0,0,0,28,0,0,0,0
0.2,954,99.8,95.7,62.6,12.3,0,0,0,0,0,0,0
10.5,955,89.5,32.4,10.2,0.7,0,0,0,0,0,0,0
15.7,956,6.5,3.5,0.4,0,0,0,77.8,35.5,1,0,0
6.7,957,93.3,47.5,6.7,1.1,0.1,0,0,0,0,0,0
16.1,958,83.9,31.9,0,0,0,0,0,0,0,0,0
28.7,959,0,0,0,0,0,0,71.3,18.1,0,0,0
1.5,960,0,0,0,0,0,0,98.5,94.2,75.7,39.4,6.2
80.1,961,14,2.7,0.8,0,0,0,5.9,0,0,0,0
61.1,962,0,0,0,0,0,0,39,0.8,0,0,0
34.2,963,0,0,0,0,0,0,65.9,13,0.4,0,0
81.8,964,4,0,0,0,0,0,14.2,3.5,0.1,0,0
76.7,965,1.2,0.3,0,0,0,0,22,0.7,0,0,0
14.7,966,3.4,1.2,0.1,0,0,0,81.9,59.6,34.1,6.8,0
33.6,967,9.6,0.1,0,0,0,0,56.9,27.5,12.9,1.2,0
68.1,968,25.4,9.9,0,0,0,0,6.5,0,0,0,0
16.2,969,83.8,63.5,4.4,0.6,0,0,0,0,0,0,0
59.2,970,2.4,0,0,0,0,0,38.5,1.1,0,0,0
98.5,971,1,0.1,0,0,0,0,0.6,0,0,0,0
3.6,972,96.1,83.1,44,8,0,0,0.3,0,0,0,0
9.4,973,0,0,0,0,0,0,90.6,74.9,52.6,23.1,5.8
46.8,974,1,0,0,0,0,0,52.2,32.3,15,0,0
3,975,97,86.9,42.7,3.7,0.3,0,0,0,0,0,0
30.1,976,69.8,26.8,4.7,0,0,0,0,0,0,0,0
40.5,977,2,0,0,0,0,0,57.5,0.3,0,0,0
67.4,978,32.5,0,0,0,0,0,0.1,0,0,0,0
32.3,979,67.7,27.9,3.1,0,0,0,0,0,0,0,0
0,980,99.9,99.9,88.1,60.8,27.9,0,0,0,0,0,0
0,981,100,100,90.2,65.4,39.1,0,0,0,0,0,0
82.4,982,0,0,0,0,0,0,17.6,2.8,0,0,0
74.7,983,11,0,0,0,0,0,14.3,2.1,0,0,0
5.1,984,95,61.3,0,0,0,0,0,0,0,0,0
47.8,985,6.7,0,0,0,0,0,45.5,18.9,5.8,0,0
15.4,986,0,0,0,0,0,0,84.6,45.7,3.5,0,0
4.8,987,0,0,0,0,0,0,95.2,73.3,29.2,8.8,0.7
1.7,988,0.1,0,0,0,0,0,98.2,93,65.6,30.7,11.7
0,989,0,0,0,0,0,0,100,99.7,96.2,83.7,53.8
55.6,990,31.9,4.8,0,0,0,0,12.5,0,0,0,0
6.3,991,93.7,84.6,55.2,16.5,0,0,0,0,0,0,0
6.1,992,93.9,68.3,12.7,0.6,0,0,0,0,0,0,0
0.8,993,99.1,76.8,32.2,10.1,0,0,0,0,0,0,0
95.1,994,0.5,0,0,0,0,0,4.4,0,0,0,0
45.5,995,27.7,16.6,6.8,3,0.3,0,26.8,3.8,0,0,0
31.4,996,0,0,0,0,0,0,68.5,21.6,0,0,0
85,997,9.9,0.6,0.1,0,0,0,5.1,0,0,0,0
72.2,998,27.9,12.2,1.5,0.1,0,0,0,0,0,0,0
23.1,999,77,21.8,0,0,0,0,0,0,0,0,0
29.3,1000,0,0,0,0,0,0,70.8,22.5,2.6,0,0
25,1001,72,21.8,0,0,0,0,3,0.2,0,0,0
18.5,1002,81.5,19.1,0,0,0,0,0,0,0,0,0
35.4,1003,64.6,29.1,0.3,0,0,0,0,0,0,0,0
80.1,1004,7.6,0,0,0,0,0,12.3,4.3,0,0,0
0,1005,100,100,92.9,55.5,22.8,0,0,0,0,0,0
91.2,1006,6.8,0,0,0,0,0,2,0,0,0,0
0,1007,0,0,0,0,0,0,100,54.4,7.3,0.7,0
71.2,1008,0,0,0,0,0,0,28.9,8.8,3.4,0.8,0
22.9,1009,77.1,28.4,0,0,0,0,0,0,0,0,0
30.1,1010,66.8,4.4,0,0,0,0,3.1,0,0,0,0
85.8,1011,6.4,0.1,0,0,0,0,7.8,3.1,0,0,0
58.5,1012,35.2,18.2,4.9,0,0,0,6.2,1.2,0,0,0
27.2,1013,69.7,36.9,13.2,1,0,0,3.2,0,0,0,0
0,1014,100,97,40.9,0,0,0,0,0,0,0,0
82.3,1015,0.2,0,0,0,0,0,17.5,0,0,0,0
31.6,1016,0,0,0,0,0,0,68.4,0.8,0,0,0
27.3,1017,0,0,0,0,0,0,72.7,25.7,4,0,0
85.5,1018,13.4,0,0,0,0,0,1.1,0,0,0,0
3.4,1019,96.6,63.4,14,0,0,0,0,0,0,0,0
21.9,1020,0.7,0,0,0,0,0,77.4,35.1,6.4,0,0
81.1,1021,1.2,0.6,0.1,0,0,0,17.7,0,0,0,0
53.5,1022,46.5,3.3,0.3,0,0,0,0,0,0,0,0
84.5,1023,13.4,0,0,0,0,0,2.1,0.6,0.1,0,0
0,1024,0,0,0,0,0,0,100,82,44.8,16.8,0
33.3,1025,8.7,3.4,0.5,0,0,0,58.1,13.7,0.3,0,0
52,1026,18.1,6.5,1.9,0,0,0,29.9,1.1,0,0,0
95.2,1027,4.8,0,0,0,0,0,0,0,0,0,0
85.7,1028,12.8,0,0,0,0,0,1.5,0,0,0,0
48.3,1029,14.6,0,0,0,0,0,37.1,9.5,0,0,0
90.7,1030,1.9,0,0,0,0,0,7.4,0,0,0,0
51.1,1031,48.9,0,0,0,0,0,0,0,0,0,0
65.2,1032,33.6,2,0,0,0,0,1.2,0,0,0,0
77.8,1033,22.1,3.9,0,0,0,0,0.2,0,0,0,0
69.3,1034,1.8,0,0,0,0,0,28.9,1.8,0,0,0
4.8,1035,95.2,82,45.4,3.2,0.5,0,0,0,0,0,0
2.4,1036,97.7,86.9,34.3,0.3,0,0,0,0,0,0,0
74.6,1037,25.4,0,0,0,0,0,0,0,0,0,0
58,1038,41.7,20.1,7.6,0.2,0,0,0.4,0,0,0,0
25.1,1039,74.9,35.9,13.8,0.6,0,0,0,0,0,0,0
63,1040,37,8.3,0.2,0,0,0,0,0,0,0,0
13.1,1041,86.9,43.5,1.9,0,0,0,0,0,0,0,0
67.1,1042,0,0,0,0,0,0,32.9,0.3,0,0,0
73.9,1043,26.1,4,0.8,0,0,0,0,0,0,0,0
19.3,1044,80.5,8.8,0,0,0,0,0.2,0,0,0,0
82,1045,0,0,0,0,0,0,18,0,0,0,0
40.2,1046,59.4,27.1,1.8,0,0,0,0.4,0,0,0,0
48.7,1047,0,0,0,0,0,0,51.3,14.9,1.1,0,0
26.3,1048,73,33.3,0.9,0.1,0,0,0.6,0,0,0,0
72.8,1049,13.2,0,0,0,0,0,14,0,0,0,0
19.6,1050,0,0,0,0,0,0,80.4,29.7,0,0,0
50.9,1051,0,0,0,0,0,0,49.1,12.2,0,0,0
1.7,1052,0,0,0,0,0,0,98.4,84.9,66.2,33.2,3.6
40.6,1053,3.8,1,0.1,0,0,0,55.7,10.8,0,0,0
17.6,1054,0,0,0,0,0,0,82.4,52.2,22.5,3.1,0
52,1055,48.1,4.3,0,0,0,0,0,0,0,0,0
100,1056,0,0,0,0,0,0,0,0,0,0,0
50.7,1057,0,0,0,0,0,0,49.3,7,0.7,0,0
47.6,1058,4.3,1.1,0,0,0,0,48.1,17.1,0,0,0
96.9,1059,3.1,0.2,0,0,0,0,0,0,0,0,0
29.6,1060,1.2,0,0,0,0,0,69.2,44.4,21.4,6.3,0.4
13.4,1061,0,0,0,0,0,0,86.6,77.5,34,0.4,0
98.9,1062,1.1,0,0,0,0,0,0,0,0,0,0
25.3,1063,0,0,0,0,0,0,74.7,36.4,2.3,0,0
16,1064,0,0,0,0,0,0,84,59.7,34,8.2,0.3
3.6,1065,0,0,0,0,0,0,96.4,93.2,86.7,63.3,29.7
37.4,1066,0,0,0,0,0,0,62.6,42.9,24.4,7.1,0
0,1067,100,97.4,76,42.7,5.6,0,0,0,0,0,0
13.5,1068,86.6,59,37.9,19.4,7,0,0,0,0,0,0
87.1,1069,12.9,0.6,0,0,0,0,0,0,0,0,0
51.7,1070,1.9,0,0,0,0,0,46.4,2.2,0,0,0
90.2,1071,9.8,0,0,0,0,0,0,0,0,0,0
52.8,1072,0,0,0,0,0,0,47.3,21,7.8,0,0
97.8,1073,1.6,0,0,0,0,0,0.6,0,0,0,0
92.8,1074,5.5,0.2,0,0,0,0,1.7,0,0,0,0
93.3,1075,0.1,0,0,0,0,0,6.6,0,0,0,0
18.8,1076,0,0,0,0,0,0,81.2,17.7,0.8,0,0
11.1,1077,0.3,0,0,0,0,0,88.5,22.8,8.6,1.6,0
78.7,1078,0,0,0,0,0,0,21.3,2.7,0,0,0
1.2,1079,0,0,0,0,0,0,98.8,69.1,39.5,14.3,1.7
0.6,1080,0,0,0,0,0,0,99.5,89.8,52.5,19.8,1.1
57.2,1081,39.2,0,0,0,0,0,3.7,0.3,0,0,0
5.2,1082,0,0,0,0,0,0,94.8,73.2,16.9,0,0
71,1083,8.4,0,0,0,0,0,20.6,1.3,0,0,0
60.6,1084,0,0,0,0,0,0,39.4,2.5,0,0,0
22.8,1085,77.2,33.1,0,0,0,0,0.1,0,0,0,0
35.9,1086,61.2,14.5,0,0,0,0,2.9,0.7,0.3,0,0
0.3,1087,0,0,0,0,0,0,99.6,91.8,59.1,24.8,2.1
8.3,1088,0,0,0,0,0,0,91.7,64,33.6,3.4,0
65.6,1089,0,0,0,0,0,0,34.4,4.4,0,0,0
1,1090,99,91.4,54.2,32.1,3.1,0,0.1,0,0,0,0
0.5,1091,99.4,95,49.5,0.2,0,0,0.1,0,0,0,0
61.2,1092,20.3,11.2,1.4,0,0,0,18.4,0.1,0,0,0
68.8,1093,31.2,0,0,0,0,0,0,0,0,0,0
64.1,1094,30.5,0.4,0,0,0,0,5.3,0.6,0,0,0
95.1,1095,1.6,0,0,0,0,0,3.2,0,0,0,0
68,1096,0,0,0,0,0,0,32,0.1,0,0,0
37.9,1097,61.9,1.1,0,0,0,0,0.2,0,0,0,0
20.7,1098,79.4,46.9,23.6,6.7,0,0,0,0,0,0,0
7.8,1099,92.2,75.3,12.9,0,0,0,0.1,0,0,0,0
87.8,1100,2.3,0,0,0,0,0,10,1.1,0,0,0
80.1,1101,17.4,0.2,0,0,0,0,2.5,0,0,0,0
31.6,1102,0,0,0,0,0,0,68.4,12.9,0,0,0
78,1103,3.3,1.2,0,0,0,0,18.7,6,1.4,0,0
97.3,1104,2.5,0,0,0,0,0,0.1,0,0,0,0
72.8,1105,1.3,0,0,0,0,0,25.9,8.4,1.7,0,0
92.2,1106,0,0,0,0,0,0,7.8,0.7,0,0,0
57.1,1107,38.2,1.5,0,0,0,0,4.8,0.6,0,0,0
20.5,1108,79.5,17.4,0,0,0,0,0,0,0,0,0
87.2,1109,0,0,0,0,0,0,12.8,0,0,0,0
31,1110,0,0,0,0,0,0,69,29.5,1.7,0,0
76.5,1111,15.3,0,0,0,0,0,8.3,0.7,0,0,0
39.5,1112,0,0,0,0,0,0,60.5,21.8,0,0,0
61.6,1113,14.2,1.2,0,0,0,0,24.1,7.7,2.1,0,0
78.5,1114,9.1,1.1,0,0,0,0,12.4,0,0,0,0
55.4,1115,0.3,0,0,0,0,0,44.3,3.4,0,0,0
2.4,1116,0,0,0,0,0,0,97.6,90.3,72.1,34,9.9
2.3,1117,0,0,0,0,0,0,97.8,82.2,42.4,20.2,3.3
7,1118,0,0,0,0,0,0,93,32.4,0.2,0,0
90.4,1119,0,0,0,0,0,0,9.6,0,0,0,0
39.9,1120,10.4,0.7,0,0,0,0,49.7,10.7,0.1,0,0
17.5,1121,78,47.2,24.6,8.6,1.9,0,4.5,0.7,0,0,0
27.7,1122,0,0,0,0,0,0,72.3,14.4,0.8,0,0
92.9,1123,2.8,0,0,0,0,0,4.4,0,0,0,0
40.8,1124,0.2,0,0,0,0,0,59,1.2,0,0,0
76.1,1125,2.4,0,0,0,0,0,21.5,0,0,0,0
11.1,1126,88.9,59.1,32,15.5,4.1,0,0,0,0,0,0
67.8,1127,30.5,5.6,1,0,0,0,1.7,0,0,0,0
20.6,1128,0,0,0,0,0,0,79.4,41.6,4.4,0,0
12.9,1129,0,0,0,0,0,0,87.1,68.7,38.4,12.7,1.8
64.6,1130,35.4,14.3,1.2,0,0,0,0,0,0,0,0
4.8,1131,95.2,64.4,5,0,0,0,0,0,0,0,0
11.6,1132,88.4,28.2,4.1,1.5,0,0,0,0,0,0,0
19.2,1133,80.9,28.7,11,0,0,0,0,0,0,0,0
4.4,1134,95.6,37,2.3,0,0,0,0,0,0,0,0
33.2,1135,66.7,22.1,3.2,0,0,0,0,0,0,0,0
88.9,1136,10.7,0,0,0,0,0,0.4,0,0,0,0
78.5,1137,13.2,0,0,0,0,0,8.3,0,0,0,0
12.2,1138,87.8,4.1,0,0,0,0,0,0,0,0,0
100,1139,0,0,0,0,0,0,0,0,0,0,0
2,1140,98,37.8,1.4,0,0,0,0,0,0,0,0
61,1141,0.1,0,0,0,0,0,38.9,3.9,0.8,0,0
61,1142,10.6,2.9,0.2,0,0,0,28.4,3.8,0.4,0,0
64.3,1143,19.1,0,0,0,0,0,16.7,3.5,0,0,0
81.9,1144,3.1,0,0,0,0,0,15,3.8,0.6,0,0
48.1,1145,0,0,0,0,0,0,52,2.1,0,0,0
2.4,1146,97.6,85.4,21.2,0.1,0,0,0,0,0,0,0
0.7,1147,99.2,54.6,14.8,0,0,0,0,0,0,0,0
5.2,1148,94.8,55.3,33.4,19,7.6,0,0,0,0,0,0
48.8,1149,50.5,21.1,6.8,0,0,0,0.7,0.1,0,0,0
0,1150,100,100,69.2,42.6,27.1,0,0,0,0,0,0
0.1,1151,99.9,86.4,43,7.8,0,0,0,0,0,0,0
35.3,1152,0,0,0,0,0,0,64.7,29.7,0,0,0
64,1153,22.6,2.9,0.6,0,0,0,13.4,0,0,0,0
25.4,1154,74.6,38.4,12.2,0,0,0,0,0,0,0,0
64.9,1155,2.8,0,0,0,0,0,32.3,3.3,0,0,0
6,1156,94,73.7,37.7,4.7,0,0,0,0,0,0,0
12.3,1157,87.8,29.1,1,0,0,0,0,0,0,0,0
0,1158,100,90.3,45.1,5.8,0,0,0,0,0,0,0
40,1159,0.4,0,0,0,0,0,59.5,4.1,0,0,0
9.5,1160,0,0,0,0,0,0,90.5,37,5.7,0,0
15,1161,85,36.3,7.6,0,0,0,0,0,0,0,0
41.3,1162,0,0,0,0,0,0,58.7,30.2,12.6,0.3,0
0.9,1163,0,0,0,0,0,0,99.1,85.5,49.6,20.9,0.7
60.6,1164,12.3,0,0,0,0,0,27,0.6,0,0,0
37.2,1165,0,0,0,0,0,0,62.8,21.9,8.6,0.4,0
29.8,1166,69.5,43.1,23.8,3.7,0,0,0.7,0,0,0,0
71.3,1167,9.9,0,0,0,0,0,18.8,3.8,0,0,0
30.2,1168,69.6,10,0,0,0,0,0.1,0,0,0,0
18.8,1169,81.2,70.7,32.9,0.8,0,0,0.1,0,0,0,0
77.6,1170,21.9,1.6,0,0,0,0,0.5,0,0,0,0
40.5,1171,0,0,0,0,0,0,59.6,25.1,4.3,0,0
96.4,1172,0.1,0,0,0,0,0,3.5,0,0,0,0
20.4,1173,0.2,0,0,0,0,0,79.5,7.2,0.4,0,0
33.9,1174,66,4.9,0,0,0,0,0,0,0,0,0
12,1175,88,62.9,30.4,1.5,0,0,0,0,0,0,0
44.7,1176,55.2,17.3,2,0,0,0,0,0,0,0,0
0.4,1177,99.6,58.3,0,0,0,0,0,0,0,0,0
73,1178,0,0,0,0,0,0,27,4.1,1.1,0,0
93,1179,2.9,0.1,0,0,0,0,4.2,0,0,0,0
39.3,1180,0,0,0,0,0,0,60.7,30,9.6,1.8,0
46.8,1181,0,0,0,0,0,0,53.2,35,18.7,3.6,0
18.9,1182,78.3,29.3,0.1,0,0,0,2.8,0.2,0,0,0
70.7,1183,29.3,0.6,0,0,0,0,0,0,0,0,0
2.5,1184,0,0,0,0,0,0,97.5,91.6,40.1,7.5,0
93.3,1185,6.2,0,0,0,0,0,0.5,0,0,0,0
