0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
18.6,1588,0,0,0,0,0,0,81.4,8.2,0,0,0
30.6,1589,0,0,0,0,0,0,69.4,16.1,0.2,0,0
21.7,1590,78.3,54.4,27,1.4,0,0,0,0,0,0,0
45.8,1591,54.2,15.3,1.9,0,0,0,0,0,0,0,0
36.3,1592,63.7,29.9,0.9,0,0,0,0,0,0,0,0
56.8,1593,31.9,0,0,0,0,0,11.3,4.9,1.2,0,0
1.4,1594,0,0,0,0,0,0,98.6,89.2,65.4,20.6,7.7
24.5,1595,0.8,0.1,0,0,0,0,74.8,26.5,0.3,0,0
30.1,1596,0,0,0,0,0,0,69.9,44.7,7.8,0,0
94.1,1597,3.9,0,0,0,0,0,2,0,0,0,0
45.3,1598,54,37.2,2.2,0,0,0,0.7,0,0,0,0
10.7,1599,0,0,0,0,0,0,89.3,40.2,18.9,9.6,6.3
0.3,1600,99.7,72.5,32.1,1.8,0,0,0,0,0,0,0
11.1,1601,88.9,30.1,1.4,0,0,0,0,0,0,0,0
74,1602,0,0,0,0,0,0,26,5.1,0.5,0,0
6.4,1603,0,0,0,0,0,0,93.6,34.7,0,0,0
29,1604,0,0,0,0,0,0,70.9,49.8,18.1,0.3,0
36.3,1605,0,0,0,0,0,0,63.8,41.2,12.5,0,0
56.1,1606,0,0,0,0,0,0,43.9,6.3,0,0,0
66.7,1607,33.3,2.4,0,0,0,0,0,0,0,0,0
52.5,1608,0,0,0,0,0,0,47.5,1.6,0.1,0,0
12.5,1609,0,0,0,0,0,0,87.4,28.4,7.8,0.4,0
1.1,1610,0,0,0,0,0,0,99,81.1,37.6,5.5,0
12.1,1611,0,0,0,0,0,0,87.9,13.4,0.5,0,0
71.7,1612,1.6,0,0,0,0,0,26.7,15.4,0.3,0,0
50.9,1613,39.3,24.3,6.9,0,0,0,9.8,0,0,0,0
86.8,1614,0,0,0,0,0,0,13.2,0,0,0,0
32.2,1615,0,0,0,0,0,0,67.9,43.6,20.5,7.7,1.3
50.2,1616,0,0,0,0,0,0,49.8,18,0.9,0,0
14.2,1617,0,0,0,0,0,0,85.8,56.4,27.7,2.9,0
0,1618,0,0,0,0,0,0,100,91.7,58.5,24.4,5.1
51.7,1619,0,0,0,0,0,0,48.3,22.8,5.9,0.6,0
23.2,1620,4.5,0.6,0,0,0,0,72.3,13,0,0,0
0,1621,0,0,0,0,0,0,99.9,92.2,53.5,21.9,2.5
84,1622,14.8,0,0,0,0,0,1.3,0,0,0,0
6.8,1623,93.2,58.6,6.9,0,0,0,0.1,0,0,0,0
10.8,1624,87.6,76.9,32.6,0,0,0,1.6,0,0,0,0
47.3,1625,47.4,2.3,0,0,0,0,5.4,0.6,0,0,0
13.1,1626,87,44.8,12.5,0,0,0,0,0,0,0,0
54.3,1627,8.7,0.5,0,0,0,0,37,1.2,0,0,0
96.1,1628,0,0,0,0,0,0,3.9,0,0,0,0
57.8,1629,3.2,0,0,0,0,0,39,18.5,5.5,0,0
45.4,1630,6.5,1,0,0,0,0,48,2.8,0,0,0
45.8,1631,53.4,22.3,8.6,0.2,0,0,0.8,0,0,0,0
0.3,1632,99.7,96.1,61.2,23.8,2.2,0,0,0,0,0,0
41.7,1633,21.7,5.2,0,0,0,0,36.7,12.5,5,0,0
57,1634,0.2,0,0,0,0,0,42.8,0.5,0,0,0
19.7,1635,0,0,0,0,0,0,80.4,27.2,0,0,0
71.5,1636,0.2,0,0,0,0,0,28.3,0,0,0,0
48.3,1637,44.1,25.4,9.2,1.1,0,0,7.6,0.1,0,0,0
43.8,1638,56.2,20.5,0.3,0,0,0,0,0,0,0,0
63.5,1639,0,0,0,0,0,0,36.5,14.3,0,0,0
0.7,1640,0,0,0,0,0,0,99.3,87.8,23.2,0,0
20.4,1641,0,0,0,0,0,0,79.6,10.5,0.2,0,0
33,1642,0,0,0,0,0,0,66.9,15.4,1.6,0,0
65.8,1643,0,0,0,0,0,0,34.2,0,0,0,0
14.1,1644,0,0,0,0,0,0,85.9,8.7,0,0,0
55.4,1645,44.6,27.3,11.8,3.8,0,0,0,0,0,0,0
79,1646,19.2,6.1,0,0,0,0,1.8,0,0,0,0
30.2,1647,0,0,0,0,0,0,69.8,15.1,0,0,0
5.2,1648,94.9,60.2,10.6,0,0,0,0,0,0,0,0
65.7,1649,3.8,0,0,0,0,0,30.5,5.1,0.2,0,0
98.6,1650,0,0,0,0,0,0,1.4,0,0,0,0
0.4,1651,0,0,0,0,0,0,99.7,89,46.8,7.2,0
96.3,1652,0.2,0,0,0,0,0,3.5,0,0,0,0
37.9,1653,62.2,9.8,0.5,0,0,0,0,0,0,0,0
0.1,1654,99.9,98.9,74.7,42.9,10.8,0,0,0,0,0,0
68.1,1655,6.5,2,0.6,0.1,0,0,25.4,0.3,0,0,0
34.6,1656,0,0,0,0,0,0,65.4,4.4,0.2,0,0
96.9,1657,1.3,0,0,0,0,0,1.8,0,0,0,0
71.4,1658,28.6,0.3,0,0,0,0,0,0,0,0,0
94,1659,6,0,0,0,0,0,0,0,0,0,0
22.8,1660,0,0,0,0,0,0,77.2,3.9,0.2,0,0
5.4,1661,0,0,0,0,0,0,94.6,48.9,24.1,2.9,0
56.5,1662,0,0,0,0,0,0,43.5,4.7,0,0,0
86.4,1663,0.7,0,0,0,0,0,12.9,0,0,0,0
44.5,1664,50,13.8,0,0,0,0,5.5,0,0,0,0
74.9,1665,23.2,2.2,0,0,0,0,2,0,0,0,0
28.6,1666,71.4,7.5,0,0,0,0,0.1,0,0,0,0
0,1667,100.1,69.6,2.1,0,0,0,0,0,0,0,0
0,1668,100,88.9,38.4,2.2,0,0,0,0,0,0,0
25.5,1669,74.6,28.7,0.2,0,0,0,0,0,0,0,0
4.1,1670,95.8,79,35.9,0.6,0,0,0,0,0,0,0
76.4,1671,23.6,0,0,0,0,0,0,0,0,0,0
69.7,1672,0,0,0,0,0,0,30.3,0,0,0,0
46.6,1673,0,0,0,0,0,0,53.4,19.4,4.2,0,0
8,1674,0,0,0,0,0,0,92,54.4,13.4,0,0
91.3,1675,6.8,0,0,0,0,0,2,0,0,0,0
22.7,1676,62.3,15.6,0,0,0,0,15,9.7,6.3,0.7,0
44.2,1677,0,0,0,0,0,0,55.8,0.4,0,0,0
22.3,1678,0,0,0,0,0,0,77.7,33.2,12.9,1.3,0
100,1679,0,0,0,0,0,0,0,0,0,0,0
0,1680,0,0,0,0,0,0,100,99.3,57.4,12.5,0
20.7,1681,0,0,0,0,0,0,79.3,23.1,0,0,0
53.9,1682,3.3,0,0,0,0,0,42.8,2.9,0,0,0
0,1683,0,0,0,0,0,0,100.1,67,33.1,1.7,0
30.4,1684,65.3,15.2,0,0,0,0,4.4,0.2,0,0,0
0.7,1685,99.3,97.3,86.5,57.1,27.9,0,0,0,0,0,0
18.4,1686,81.6,49.9,24.5,2.4,0,0,0,0,0,0,0
32.9,1687,0,0,0,0,0,0,67.1,6.5,0,0,0
5.5,1688,0,0,0,0,0,0,94.6,26.8,1,0,0
9.3,1689,0,0,0,0,0,0,90.7,68.9,35.5,6.1,0
65.6,1690,5.4,0.6,0,0,0,0,29,9.5,0,0,0
83.1,1691,0.3,0,0,0,0,0,16.6,0.4,0,0,0
0,1692,0,0,0,0,0,0,100,95.6,27.9,0,0
5.8,1693,0,0,0,0,0,0,94.2,59.3,12.6,0,0
69.6,1694,0,0,0,0,0,0,30.4,2.2,0,0,0
75.2,1695,2.3,0,0,0,0,0,22.5,0,0,0,0
31.1,1696,66.3,17,0,0,0,0,2.7,0,0,0,0
83.2,1697,11.7,0,0,0,0,0,5.1,1.6,0,0,0
90.2,1698,9.8,0,0,0,0,0,0.1,0,0,0,0
5.3,1699,0,0,0,0,0,0,94.6,44.1,1.2,0,0
70.6,1700,26.2,0,0,0,0,0,3.2,0,0,0,0
0.1,1701,0,0,0,0,0,0,99.8,78.2,26.9,0,0
41,1702,0,0,0,0,0,0,59.1,20.6,2.2,0,0
39.1,1703,60.9,28.5,3.4,0.1,0,0,0,0,0,0,0
28.5,1704,71.5,17.1,2.4,0,0,0,0,0,0,0,0
65.5,1705,3.6,0,0,0,0,0,30.8,9.4,0.1,0,0
47.5,1706,5.4,0,0,0,0,0,47.2,3.7,0,0,0
6.8,1707,93.2,34,5.8,0.4,0,0,0,0,0,0,0
10.4,1708,89.6,36.7,14.2,1.2,0,0,0,0,0,0,0
25.4,1709,74.5,4.2,0.3,0,0,0,0,0,0,0,0
17,1710,3.9,0,0,0,0,0,79.1,56.8,33.9,2.5,0
22.3,1711,5.2,0,0,0,0,0,72.5,4.7,0,0,0
41.9,1712,0.3,0,0,0,0,0,57.8,0.3,0,0,0
99.6,1713,0,0,0,0,0,0,0.5,0,0,0,0
58,1714,27.5,0,0,0,0,0,14.6,0,0,0,0
91.8,1715,8.2,0,0,0,0,0,0,0,0,0,0
23.8,1716,76.3,26.1,0,0,0,0,0,0,0,0,0
76.8,1717,23.2,11.2,7,2.3,0,0,0,0,0,0,0
12.7,1718,0.3,0,0,0,0,0,87,72.8,18.6,0.4,0
30.5,1719,0,0,0,0,0,0,69.5,37.3,12.4,1.2,0
0,1720,0,0,0,0,0,0,100.1,99.4,82.2,62.2,44.2
30.6,1721,5.9,2.3,0,0,0,0,63.4,22.7,1.8,0,0
34,1722,60.8,30.9,10.8,0,0,0,5.1,0.2,0,0,0
89.1,1723,0,0,0,0,0,0,10.9,2,0,0,0
95.2,1724,3.1,0,0,0,0,0,1.7,0.6,0,0,0
38.9,1725,0.8,0,0,0,0,0,60.3,26.9,2.7,0,0
0,1726,0,0,0,0,0,0,100,100,99.8,92.5,50.9
14.9,1727,0,0,0,0,0,0,85.1,27.5,5.6,0.7,0
28.3,1728,71.6,12.9,0,0,0,0,0.1,0,0,0,0
0,1729,100.1,91.1,65,42.4,19.2,0,0,0,0,0,0
42.7,1730,57.3,2.7,0,0,0,0,0,0,0,0,0
92.7,1731,0,0,0,0,0,0,7.3,0,0,0,0
80.6,1732,0,0,0,0,0,0,19.4,0.2,0,0,0
17.5,1733,74.5,25,0,0,0,0,8,2.5,0,0,0
43.6,1734,0,0,0,0,0,0,56.4,33.4,8.5,0,0
1,1735,99,85.9,53.5,22.2,0.8,0,0,0,0,0,0
48.8,1736,51.3,19.9,2.3,0,0,0,0,0,0,0,0
51.6,1737,47.8,7.6,0,0,0,0,0.6,0,0,0,0
59.8,1738,0,0,0,0,0,0,40.2,0.2,0,0,0
51.7,1739,48.4,2,0,0,0,0,0,0,0,0,0
29.7,1740,70.1,0.3,0,0,0,0,0.2,0,0,0,0
59.9,1741,1,0,0,0,0,0,39,9.2,0,0,0
60.5,1742,39.6,5,0,0,0,0,0,0,0,0,0
12.5,1743,3.1,0.2,0,0,0,0,84.4,49.7,2.2,0,0
48,1744,11.6,6.3,0.1,0,0,0,40.5,0.8,0,0,0
23.6,1745,0.6,0,0,0,0,0,75.8,34.9,3,0,0
0,1746,0,0,0,0,0,0,100,97.1,82.7,75.1,51.8
0.3,1747,0,0,0,0,0,0,99.7,96.1,90.5,78.9,53.1
3.7,1748,96.3,86.7,70,23.7,0,0,0,0,0,0,0
28.7,1749,0,0,0,0,0,0,71.4,15.7,0,0,0
88.7,1750,9.1,0,0,0,0,0,2.3,0,0,0,0
80.7,1751,13.4,0,0,0,0,0,6,0,0,0,0
11.6,1752,88.5,81,36,0,0,0,0,0,0,0,0
33.4,1753,66,17.9,0,0,0,0,0.7,0,0,0,0
89.2,1754,5.4,0.2,0,0,0,0,5.4,0,0,0,0
69.1,1755,31,0.3,0,0,0,0,0,0,0,0,0
54.7,1756,45.3,22.8,9.9,4.6,0.2,0,0,0,0,0,0
47.4,1757,52.6,15.4,1.7,0,0,0,0,0,0,0,0
42.9,1758,2.5,0,0,0,0,0,54.6,4.4,0,0,0
33.3,1759,7.4,0,0,0,0,0,59.3,12.8,0,0,0
74,1760,0.1,0,0,0,0,0,25.9,4.2,0,0,0
66,1761,1.5,0,0,0,0,0,32.6,19.4,9.5,2.4,0.3
19.4,1762,0,0,0,0,0,0,80.6,24,0,0,0
13.3,1763,86.8,18.2,0,0,0,0,0,0,0,0,0
3.4,1764,0.1,0,0,0,0,0,96.5,11.6,0,0,0
61.8,1765,37.8,2.4,0.3,0,0,0,0.4,0,0,0,0
0.1,1766,0,0,0,0,0,0,99.9,74.3,2.4,0,0
38.6,1767,0,0,0,0,0,0,61.4,1.9,0.2,0,0
44.2,1768,0,0,0,0,0,0,55.8,18.9,0.3,0,0
70.8,1769,0,0,0,0,0,0,29.2,0,0,0,0
97.8,1770,0,0,0,0,0,0,2.2,0,0,0,0
0,1771,0,0,0,0,0,0,100,89.7,28.4,6.8,0
94.3,1772,1,0,0,0,0,0,4.6,0,0,0,0
4.6,1773,95.4,87.9,63.4,19,0.7,0,0,0,0,0,0
17.2,1774,82.8,18.4,0,0,0,0,0.1,0,0,0,0
78,1775,0.3,0,0,0,0,0,21.7,1.2,0,0,0
96.9,1776,0,0,0,0,0,0,3.1,0,0,0,0
6.9,1777,93.1,12.3,1.6,0.5,0,0,0,0,0,0,0
10.3,1778,89.7,36.8,2.3,0,0,0,0,0,0,0,0
70.4,1779,29.6,0,0,0,0,0,0,0,0,0,0
8.6,1780,91.1,53.2,14.9,0,0,0,0.3,0,0,0,0
54,1781,46,0.9,0,0,0,0,0,0,0,0,0
0.2,1782,99.8,71.7,15.3,2.5,0.1,0,0,0,0,0,0
56.5,1783,6,0.7,0,0,0,0,37.4,0,0,0,0
3,1784,0,0,0,0,0,0,97,90.7,78.1,58.4,24.2
95.3,1785,1.5,0,0,0,0,0,3.2,0,0,0,0
21.3,1786,78.7,1.1,0,0,0,0,0,0,0,0,0
0,1787,0,0,0,0,0,0,100,62.2,7.6,0,0
45.7,1788,54.3,4.8,0,0,0,0,0,0,0,0,0
5.7,1789,94.2,43.4,7,0.6,0,0,0.1,0,0,0,0
65.8,1790,7.8,0,0,0,0,0,26.4,8.3,0,0,0
0.2,1791,0,0,0,0,0,0,99.8,70.5,17.6,0,0
0,1792,0,0,0,0,0,0,100,98.1,50.6,6.9,1.8
3.8,1793,0,0,0,0,0,0,96.3,82.9,76.8,65,49.9
80.2,1794,9.2,0.4,0,0,0,0,10.7,0.8,0,0,0
76,1795,22.3,5.9,0.8,0.1,0,0,1.8,0,0,0,0
91.9,1796,0,0,0,0,0,0,8.1,0.3,0,0,0
69.1,1797,0,0,0,0,0,0,30.9,2,0,0,0
8.8,1798,91.3,21.8,5.6,0.9,0,0,0,0,0,0,0
15.1,1799,0,0,0,0,0,0,84.9,1.6,0,0,0
92.2,1800,1.5,0,0,0,0,0,6.3,0,0,0,0
30.4,1801,69.6,2.9,0,0,0,0,0,0,0,0,0
37.6,1802,0,0,0,0,0,0,62.5,1.2,0,0,0
89.5,1803,0.9,0,0,0,0,0,9.6,1.9,0,0,0
48.1,1804,10.8,0,0,0,0,0,41.1,1.9,0,0,0
50.7,1805,49,21.7,2.7,0,0,0,0.3,0,0,0,0
17.3,1806,82.7,36.7,0,0,0,0,0,0,0,0,0
77.8,1807,7,0.2,0,0,0,0,15.1,0,0,0,0
84,1808,16,2,0,0,0,0,0,0,0,0,0
64.9,1809,35.1,3.9,0.3,0,0,0,0,0,0,0,0
83.9,1810,0,0,0,0,0,0,16.1,1.2,0,0,0
10.6,1811,0,0,0,0,0,0,89.5,25.6,2.6,0,0
85.1,1812,0,0,0,0,0,0,14.9,0,0,0,0
16.5,1813,83.5,42.6,16.8,4.5,0,0,0,0,0,0,0
91.6,1814,8.5,0,0,0,0,0,0,0,0,0,0
20.9,1815,0,0,0,0,0,0,79.2,30.6,16.4,0,0
2.1,1816,0,0,0,0,0,0,97.9,92,80.1,56.8,28.3
43,1817,0.2,0,0,0,0,0,56.9,10.7,0,0,0
8.3,1818,91.7,60,19.3,0,0,0,0,0,0,0,0
29.1,1819,69.7,48.2,22.8,0.2,0,0,1.2,0,0,0,0
5.4,1820,94.6,80,24.6,0,0,0,0,0,0,0,0
55.9,1821,0,0,0,0,0,0,44.2,3,0,0,0
7.3,1822,92.7,64.7,1.4,0,0,0,0,0,0,0,0
7,1823,93,48.6,1.1,0,0,0,0,0,0,0,0
45.8,1824,54.2,34.4,19.7,6.6,0,0,0,0,0,0,0
88.2,1825,0,0,0,0,0,0,11.8,2.6,0.2,0,0
26.1,1826,0,0,0,0,0,0,73.9,11.5,1.4,0,0
82.4,1827,0,0,0,0,0,0,17.7,0,0,0,0
0,1828,0,0,0,0,0,0,100,96.5,61.1,25.2,2.1
69.1,1829,26,0.6,0,0,0,0,5,0,0,0,0
90.7,1830,0,0,0,0,0,0,9.4,0,0,0,0
44.3,1831,2.3,0,0,0,0,0,53.4,0.8,0,0,0
9.3,1832,0,0,0,0,0,0,90.7,36.6,3.2,0,0
0,1833,0,0,0,0,0,0,100,83.1,16.5,0.4,0
67.2,1834,10,0.1,0,0,0,0,22.8,0.9,0,0,0
22.9,1835,0,0,0,0,0,0,77.1,21.9,0,0,0
89.1,1836,0.3,0,0,0,0,0,10.6,1.5,0,0,0
33.4,1837,0,0,0,0,0,0,66.7,35.6,11.4,2.2,0
1,1838,0,0,0,0,0,0,99,76.9,49.5,20.2,0.6
0,1839,0,0,0,0,0,0,100.1,100.1,95,66.5,15.4
2.3,1840,0,0,0,0,0,0,97.7,75.1,28,5.5,0
41.4,1841,40.1,19.5,0,0,0,0,18.5,0,0,0,0
0,1842,99.9,85.5,19.5,2.5,0,0,0,0,0,0,0
46.4,1843,32.9,1.6,0.1,0,0,0,20.7,6.5,1.5,0,0
8,1844,0,0,0,0,0,0,92,28,0,0,0
25.2,1845,73.6,47.4,18,2,0,0,1.2,0,0,0,0
49.4,1846,37.2,21.9,8.5,0.7,0,0,13.5,0.8,0,0,0
0,1847,100,98.7,60.7,21.8,0,0,0,0,0,0,0
79.1,1848,20.9,10.8,2.5,0,0,0,0,0,0,0,0
0.6,1849,0,0,0,0,0,0,99.4,94.6,70.4,31.3,5.5
6.6,1850,0,0,0,0,0,0,93.4,81,31.9,0,0
5.4,1851,94.6,41.4,16.1,0.4,0,0,0,0,0,0,0
33.8,1852,0.7,0,0,0,0,0,65.4,3.8,0,0,0
14.7,1853,0,0,0,0,0,0,85.3,41.4,11.1,0,0
64.6,1854,0,0,0,0,0,0,35.4,11,0.9,0,0
84,1855,15.4,7.3,2.1,0,0,0,0.6,0,0,0,0
48.2,1856,23.4,10,1.2,0,0,0,28.4,0.7,0,0,0
35.4,1857,64.6,24.9,7.1,0.2,0,0,0,0,0,0,0
40.5,1858,0.4,0,0,0,0,0,59.1,4.6,0,0,0
87.8,1859,12.2,0,0,0,0,0,0,0,0,0,0
100,1860,0,0,0,0,0,0,0,0,0,0,0
4.5,1861,95.4,65,36.1,5.8,0,0,0,0,0,0,0
41.1,1862,1.4,0,0,0,0,0,57.5,25.3,0,0,0
43,1863,57,24.5,3.7,0.2,0,0,0,0,0,0,0
7.3,1864,92.8,72.7,24.3,0,0,0,0,0,0,0,0
93.1,1865,6.9,0.1,0,0,0,0,0,0,0,0,0
0.2,1866,0,0,0,0,0,0,99.8,93.9,59.2,8.3,0
0,1867,0,0,0,0,0,0,99.9,94.2,38.7,6.9,0
0.2,1868,0,0,0,0,0,0,99.9,94,81.3,53.8,22.3
0.4,1869,0,0,0,0,0,0,99.6,84.8,42.1,6.7,0.2
81.3,1870,18.7,0,0,0,0,0,0,0,0,0,0
0.6,1871,99.3,64.5,28.2,2.5,0,0,0,0,0,0,0
38.3,1872,61.7,0.8,0,0,0,0,0,0,0,0,0
19.6,1873,80.4,7.7,0,0,0,0,0,0,0,0,0
75.6,1874,17.6,1.6,0,0,0,0,6.8,0,0,0,0
94.6,1875,2.4,0,0,0,0,0,3,0,0,0,0
75.6,1876,24.4,0,0,0,0,0,0,0,0,0,0
90.7,1877,8.3,0,0,0,0,0,1,0,0,0,0
96.3,1878,0,0,0,0,0,0,3.7,0,0,0,0
0.7,1879,99.3,43.3,12.4,1.3,0,0,0,0,0,0,0
9,1880,91,42.9,5.5,1.6,0,0,0,0,0,0,0
19.5,1881,80.5,19.6,0,0,0,0,0,0,0,0,0
52.7,1882,46.1,9.4,0,0,0,0,1.2,0,0,0,0
50.4,1883,49.6,18,0,0,0,0,0,0,0,0,0
38,1884,0,0,0,0,0,0,62,6.5,0.2,0,0
11.3,1885,0,0,0,0,0,0,88.8,52.2,14.3,0,0
98.7,1886,1,0,0,0,0,0,0.2,0,0,0,0
29.4,1887,70.6,5.3,0,0,0,0,0,0,0,0,0
92,1888,3.3,0,0,0,0,0,4.7,0,0,0,0
68,1889,7.8,2.7,0.1,0,0,0,24.2,0,0,0,0
52,1890,5.8,0,0,0,0,0,42.2,13.9,1.4,0,0
16.7,1891,0,0,0,0,0,0,83.3,26.6,1.9,0,0
86.9,1892,1.2,0,0,0,0,0,12,0,0,0,0
11.8,1893,88.3,37,3.9,0,0,0,0,0,0,0,0
9.2,1894,90.8,56.3,0,0,0,0,0,0,0,0,0
75.6,1895,0.8,0,0,0,0,0,23.6,0,0,0,0
25.7,1896,74.3,47.9,11.1,0,0,0,0,0,0,0,0
77.9,1897,0,0,0,0,0,0,22.1,0,0,0,0
17.7,1898,0.1,0,0,0,0,0,82.1,31.4,8.3,0,0
27.1,1899,72.9,46.6,28.7,1.8,0,0,0,0,0,0,0
4.5,1900,95.5,50.4,0,0,0,0,0,0,0,0,0
78.2,1901,21.7,0,0,0,0,0,0.1,0,0,0,0
0,1902,100,84.5,44,18.1,0,0,0,0,0,0,0
86.9,1903,0,0,0,0,0,0,13.2,0,0,0,0
16.2,1904,82.3,68.8,23.7,0,0,0,1.5,0,0,0,0
50.3,1905,0,0,0,0,0,0,49.7,0.6,0,0,0
1.3,1906,0,0,0,0,0,0,98.8,83.2,18.2,2.6,0
0,1907,0,0,0,0,0,0,100,100,99.8,75,20.9
3.1,1908,0,0,0,0,0,0,97,75.2,39.9,23.8,5.6
3.4,1909,0,0,0,0,0,0,96.7,45.8,14.5,2,0
77,1910,0.8,0,0,0,0,0,22.2,0,0,0,0
20.4,1911,0,0,0,0,0,0,79.6,41.4,9.6,0,0
3.7,1912,0,0,0,0,0,0,96.3,77.6,31.6,0.6,0
76,1913,0,0,0,0,0,0,24,8.2,0.4,0,0
0,1914,0,0,0,0,0,0,100.1,93.8,52.4,29.3,2.8
0,1915,0,0,0,0,0,0,100.1,92.9,51.5,4.1,0
0.6,1916,0,0,0,0,0,0,99.4,84.4,12.8,0,0
2.2,1917,0,0,0,0,0,0,97.8,77.7,19,0,0
86.4,1918,0,0,0,0,0,0,13.6,0.5,0,0,0
21.1,1919,11.9,7.1,1.1,0,0,0,67,34.4,15,0.2,0
12.2,1920,0,0,0,0,0,0,87.8,78.8,61.6,29.6,2.1
43.5,1921,0,0,0,0,0,0,56.6,41.8,19.5,0.8,0
71.3,1922,0.2,0,0,0,0,0,28.5,3.6,0,0,0
93.7,1923,3.1,0,0,0,0,0,3.2,0,0,0,0
91.2,1924,1.6,0.1,0,0,0,0,7.2,0,0,0,0
23.5,1925,76,7.6,0,0,0,0,0.5,0,0,0,0
43,1926,0,0,0,0,0,0,57,0.9,0,0,0
25.2,1927,0.7,0,0,0,0,0,74,4,0,0,0
71.4,1928,0.5,0,0,0,0,0,28.1,14.4,2.1,0,0
73.7,1929,21.4,0.2,0,0,0,0,4.9,0,0,0,0
68.7,1930,0,0,0,0,0,0,31.3,3.9,0,0,0
57,1931,24.6,2.4,0.5,0,0,0,18.4,5.1,0,0,0
18.1,1932,0,0,0,0,0,0,81.9,41.8,9.3,0,0
49.3,1933,11.7,4,0,0,0,0,39.1,25.4,9.5,0.4,0
0,1934,100,80.5,32.6,12,2.2,0,0,0,0,0,0
89.2,1935,10.6,0,0,0,0,0,0.2,0,0,0,0
46.8,1936,53.3,17.9,0.7,0,0,0,0,0,0,0,0
38.7,1937,0,0,0,0,0,0,61.2,4.8,0,0,0
36.1,1938,0,0,0,0,0,0,63.9,25.9,0,0,0
51.4,1939,48.6,1.5,0,0,0,0,0,0,0,0,0
69.1,1940,30.9,3.1,0,0,0,0,0,0,0,0,0
0.7,1941,0,0,0,0,0,0,99.4,95.1,83.7,40.3,5.1
0,1942,0,0,0,0,0,0,100,77.7,28.5,1.5,0
86,1943,5,0,0,0,0,0,9,0,0,0,0
77.5,1944,0,0,0,0,0,0,22.5,0.2,0,0,0
77.1,1945,0,0,0,0,0,0,22.9,2.5,0,0,0
16,1946,83.7,34.1,1.1,0,0,0,0.3,0,0,0,0
41.6,1947,34.9,0,0,0,0,0,23.5,13.5,8.4,3.2,0.2
59.7,1948,24.2,1.4,0,0,0,0,16.1,0,0,0,0
1.5,1949,0,0,0,0,0,0,98.5,65.5,25.5,1.1,0
76.5,1950,23.5,0,0,0,0,0,0,0,0,0,0
12.7,1951,85.9,78.1,33.2,3.1,0,0,1.4,0,0,0,0
33.5,1952,0,0,0,0,0,0,66.4,18.9,1.7,0,0
63.4,1953,36.6,1.3,0,0,0,0,0,0,0,0,0
12.9,1954,87.1,39.8,13,4.2,1.1,0,0,0,0,0,0
22.5,1955,77.5,11.8,0,0,0,0,0,0,0,0,0
0.5,1956,99.6,94.9,50.5,0.2,0,0,0,0,0,0,0
70.2,1957,5.7,0,0,0,0,0,24.2,0,0,0,0
38.3,1958,0,0,0,0,0,0,61.7,0.2,0,0,0
6.7,1959,93.3,58.7,21.6,0.1,0,0,0,0,0,0,0
79.3,1960,20.6,2.6,0.3,0,0,0,0,0,0,0,0
13.5,1961,86.5,26.9,0.1,0,0,0,0,0,0,0,0
82.7,1962,0,0,0,0,0,0,17.3,4.1,0.2,0,0
22.7,1963,76.8,17.1,0,0,0,0,0.5,0,0,0,0
10.7,1964,89.3,13.3,0,0,0,0,0,0,0,0,0
9.4,1965,0,0,0,0,0,0,90.6,42.6,4.3,0,0
39.5,1966,8.1,0.1,0,0,0,0,52.4,0,0,0,0
81.3,1967,8.1,0,0,0,0,0,10.7,0.2,0,0,0
74.7,1968,0,0,0,0,0,0,25.3,1.2,0,0,0
26.4,1969,0,0,0,0,0,0,73.6,39.4,4.6,0,0
83.5,1970,0,0,0,0,0,0,16.5,0,0,0,0
24.2,1971,75.3,50.1,5.4,0,0,0,0.4,0.1,0,0,0
61.6,1972,38.4,1.2,0,0,0,0,0,0,0,0,0
0.3,1973,0,0,0,0,0,0,99.7,74,10.7,0,0
22.9,1974,77.1,23.7,0,0,0,0,0,0,0,0,0
18.7,1975,0,0,0,0,0,0,81.3,33.9,1.5,0,0
61,1976,0,0,0,0,0,0,39.1,0.8,0,0,0
12.3,1977,87.7,65.5,41.6,18.7,0,0,0,0,0,0,0
88.8,1978,0,0,0,0,0,0,11.3,2,0,0,0
10.3,1979,4.4,1.4,0,0,0,0,85.2,66.9,38.2,12.8,0.4
23.5,1980,7.8,0.8,0,0,0,0,68.7,48.5,15.3,2.4,0
49.9,1981,49.3,20.8,4,0,0,0,0.7,0,0,0,0
61.8,1982,19.5,6.3,1.2,0,0,0,18.8,0.3,0,0,0
4.7,1983,0,0,0,0,0,0,95.3,73.6,27.9,2.6,1
41.2,1984,3.8,0,0,0,0,0,55,42.4,24.8,5.2,0.7
33.5,1985,4.7,0.7,0,0,0,0,61.8,35.7,13.3,1.8,0
42.7,1986,19.8,5.2,1.5,0,0,0,37.5,17.6,4.8,0,0
47.9,1987,15.7,2.4,0,0,0,0,36.4,22.7,6.6,0.7,0
41.6,1988,18.5,7.5,2.3,0,0,0,39.9,16.2,2.7,0,0
3.4,1989,96.2,70.2,20.3,0.7,0,0,0.4,0,0,0,0
20.9,1990,77.8,51.7,29.8,9.2,0,0,1.3,0.4,0,0,0
52.4,1991,39.5,18.7,1.4,0,0,0,8.2,2.5,0,0,0
